cylinders,make,model,VClass,year,baseModel,atvType
6.0,Honda,Crosstour 2WD,SUV,2015,Crosstour,
4.0,Honda,Crosstour 2WD,SUV,2015,Crosstour,
4.0,Ford,Escape FWD,SUV,2015,Escape,
6.0,Toyota,Sienna AWD,Van,2015,Sienna,
6.0,Toyota,Sienna 2WD,Van,2015,Sienna,
6.0,GMC,Canyon Cab Chassis 2WD,Truck,2015,Canyon,
6.0,Chevrolet,Colorado Cab Chassis 2WD,Truck,2015,Colorado,
8.0,Toyota,Tundra 4WD,Truck,2015,Tundra,
8.0,Toyota,Tundra 4WD FFV,Truck,2015,Tundra,FFV
4.0,Honda,CR-Z,Two Seaters,2015,CR-Z,Hybrid
10.0,Dodge,Viper SRT,Two Seaters,2015,Viper,
4.0,Subaru,Impreza Sport AWD,Sedan,2015,Impreza/Outback Sport,
4.0,Subaru,Impreza Wagon AWD,Sedan,2015,Impreza/Outback Sport,
6.0,Honda,Crosstour 4WD,SUV,2015,Crosstour,
12.0,BMW,760Li,Sedan,2015,7 Series,
12.0,Rolls-Royce,Wraith,Sedan,2015,Wraith,
4.0,Honda,Accord Hybrid,Sedan,2015,Accord,Hybrid
4.0,Chevrolet,Cruze Eco,Sedan,2015,Cruze,
6.0,BMW,535d xDrive,Sedan,2015,5 Series,Diesel
6.0,BMW,535d,Sedan,2015,5 Series,Diesel
4.0,Volkswagen,Jetta,Sedan,2015,Jetta,
4.0,Volkswagen,Beetle,Sedan,2015,Beetle,Diesel
4.0,Nissan,Frontier 2WD,Truck,2015,Frontier,
6.0,Nissan,Frontier 2WD,Truck,2015,Frontier,
8.0,McLaren Automotive,P1,Two Seaters,2015,P1,Plug-in Hybrid
8.0,Toyota,Sequoia 4WD,SUV,2015,Sequoia,
8.0,Toyota,Sequoia 4WD FFV,SUV,2015,Sequoia,FFV
8.0,Lexus,GX 460,SUV,2015,GX,
8.0,Toyota,Sequoia 2WD,SUV,2015,Sequoia,
6.0,Nissan,Xterra 4WD,SUV,2015,Xterra,
4.0,Chevrolet,Trax AWD,SUV,2015,Trax,
4.0,Buick,Encore AWD,SUV,2015,Encore,
6.0,Nissan,Xterra 2WD,SUV,2015,Xterra,
4.0,Buick,Encore,SUV,2015,Encore,
6.0,Kia,Sedona SXL,Van,2015,Sedona,
6.0,Kia,Sedona SX,Van,2015,Sedona,
6.0,Kia,Sedona,Van,2015,Sedona,
6.0,Nissan,Frontier 4WD,Truck,2015,Frontier,
4.0,Mercedes-Benz,C300 4matic,Sedan,2015,C-Class,
4.0,Mitsubishi,Lancer AWD,Sedan,2015,Lancer,
6.0,BMW,ActiveHybrid 3,Sedan,2015,3 Series,Hybrid
4.0,Cadillac,CTS Sedan,Sedan,2015,CTS,
8.0,BMW,550i xDrive,Sedan,2015,5 Series,
8.0,BMW,550i,Sedan,2015,5 Series,
4.0,Volkswagen,Jetta,Sedan,2015,Jetta,Diesel
4.0,Mitsubishi,Lancer,Sedan,2015,Lancer,
6.0,Dodge,Challenger,Sedan,2015,Challenger,
6.0,BMW,435i xDrive Coupe,Sedan,2015,4 Series,
6.0,BMW,435i Coupe,Sedan,2015,4 Series,
4.0,BMW,428i Coupe,Sedan,2015,4 Series,
6.0,BMW,335i xDrive,Sedan,2015,3 Series,
6.0,BMW,335i,Sedan,2015,3 Series,
8.0,Dodge,Challenger SRT8,Sedan,2015,Challenger,
4.0,Toyota,Tacoma 2WD,Truck,2015,Tacoma,
6.0,Toyota,Tacoma 2WD,Truck,2015,Tacoma,
8.0,Dodge,Charger SRT8,Sedan,2015,Charger,
8.0,Chevrolet,SS,Sedan,2015,SS,
8.0,BMW,Alpina B7 LWB xDrive,Sedan,2015,7 Series,
8.0,Dodge,Challenger,Sedan,2015,Challenger,
8.0,BMW,Alpina B7 SWB xDrive,Sedan,2015,7 Series,
8.0,BMW,750i xDrive,Sedan,2015,7 Series,
8.0,BMW,750i,Sedan,2015,7 Series,
8.0,BMW,550i xDrive Gran Turismo,Sedan,2015,5 Series,
